"","Gene","acarbose/H/24 hr","acarbose/H/24 hr(p)"
"47571_at","7776",0.22381358405411808,0.6545318875300604
"212686_at","57460",0.223695619776522,0.6956462333908453
"213243_at","157680",0.22368195942329763,0.45562563865041017
"232681_at","",0.22364248785626978,0.5464051198312327
"39549_at","4862",0.22352373401923956,0.3073647022381521
"236118_at","100128893",0.22345005240761517,0.19341833481653053
"233223_at","",0.22342021888577537,0.33674247541205615
"241799_x_at","",0.22335619969692896,0.4450326517998684
"214663_at","25778",0.22335029621031155,0.38677066595345744
"235201_at","93986",0.2233154130195872,0.6322940935039407
"218598_at","60561",0.22327191408889185,0.29795005162951865
"226230_at","57223",0.2231426682720256,0.21156769078092838
"229342_at","55421",0.22313217586897488,0.37365077318800977
"236372_at","",0.22304739903604345,0.21496597960635366
"1555786_s_at","645687",0.22285993288921863,0.6093659829072661
"1555888_at","51366",0.222834047643426,0.5290399967764605
"212633_at","23376",0.2227381619497444,0.45954792488019014
"227712_at","57226",0.22273619438956943,0.37777350329832726
"235333_at","9331",0.22256324982301062,0.35205838745301027
"217730_at","64114",0.22251488879565648,0.30423628516982915
"244352_at","8832",0.22248176143119552,0.4953438888628956
"236368_at","23392",0.22244454353308865,0.1625030292032919
"218981_at","57001",0.22241149345730224,0.30302961588484045
"216100_s_at","26092",0.22230070566402704,0.3794448090063372
"203553_s_at","11183",0.2221276969761759,0.09864864532892058
"231111_at","",0.2221232947325773,0.21538034706901055
"229317_at","3841",0.2220370891341209,0.3027171416387302
"217485_x_at","5379",0.22194241274562887,0.41858047086607464
"224023_s_at","55845",0.22183538282997856,0.3786464510540557
"217216_x_at","27030",0.22181323134785244,0.08915249641521836
"219353_at","374354",0.22181203279872852,0.5723020461774159
"218775_s_at","80014 53842",0.22148988042393966,0.5488240043118697
"227636_at","168451",0.22141722795187646,0.24654306222938238
"231830_x_at","80223",0.22138849350356254,0.4255059919391536
"201940_at","1362",0.22115802687095376,0.16416105793575606
"209012_at","7204",0.22111166240651708,0.2987278353360173
"229851_s_at","28970",0.22097513182448572,0.39161497997359773
"201886_at","80344",0.22081566808707412,0.408072827955613
"224796_at","50807",0.22073251539470493,0.09380917513846386
"213508_at","171546",0.22073067530251456,0.4785131389482765
"223238_s_at","55193",0.22068854936881402,0.17403270254614953
"238420_at","57551",0.22066687564262158,0.42348233253851114
"228338_at","120376",0.22059913435257536,0.35169587171792355
"216058_s_at","1557",0.22057038539531268,0.49585206115702096
"201763_s_at","1616",0.22052362352944055,0.5609301200951624
"214787_at","10260",0.22039676650562515,0.3171498421095538
"210108_at","776",0.2200720728585529,0.6936336129504589
"235698_at","146198",0.21996001609727434,0.05307825097841151
"235232_at","10691",0.21993918340559568,0.3624408882869672
"225530_at","126308",0.21983157437043635,0.43445323623640986
"227621_at","",0.21970087583076164,0.2264412422054014
"202011_at","7082",0.21965334756957064,0.30285413112465515
"240044_x_at","23112",0.21960718868893872,0.5058370917025468
"235069_at","128387",0.2195452900570909,0.2067023454632942
"201819_at","949",0.2194054682187787,0.12218091976376928
"235267_at","100505881",0.2191351745660855,0.7543367032526243
"1555790_a_at","162967 201931",0.218981806764908,0.08883805169976783
"222036_s_at","4173",0.21892004795836373,0.5784237437628086
"218649_x_at","9147",0.21877989883945084,0.015405815249742211
"222563_s_at","80351",0.21876016233389756,0.5973799577074806
"217266_at","6138",0.21874164256093429,0.6626608220274606
"232528_at","",0.21871077705085706,0.13833276730760963
"221090_s_at","55239",0.21860113328664751,0.06130812363129534
"209221_s_at","9885",0.21857254861281725,0.6186314730141484
"212752_at","23332",0.2185519318202931,0.39212314105091384
"226765_at","6711",0.21846818002401175,0.6151875962919677
"235068_at","340481",0.21846686715760696,0.6027913051970872
"216028_at","",0.21826960122936082,0.4988394401720786
"202786_at","27347",0.21821873502239508,0.5825486598881626
"201925_s_at","1604",0.21819796117919354,0.28583636157669884
"33646_g_at","2760",0.21807598118616314,0.5897534414992971
"219435_at","80169",0.2180703031197283,0.2516248579995913
"229253_at","117145",0.21803239364564378,0.1854239134183507
"225227_at","6498",0.21799370499294735,0.06434227492902835
"216519_s_at","11212",0.21792715236799937,0.4240998412151856
"206036_s_at","5966",0.21787382384911394,0.5215906539009986
"222465_at","51187",0.2178587367937411,0.15219480169571936
"206748_s_at","9043",0.21769084890372564,0.07138514422184843
"231779_at","3656",0.21754075735036132,0.1959790905418728
"236907_at","",0.21740061038075528,0.2980481319453293
"227895_at","84498",0.21734660859923194,0.4316248376774957
"227150_at","4520",0.21732919531169795,0.3130638215180787
"229520_s_at","55668",0.21728574424724723,0.4239630527480189
"244563_at","79832",0.21720920459098925,0.26537359964414836
"213835_x_at","84705",0.21706947306388208,0.45362476590066936
"222654_at","54928",0.2170365117836176,0.017547087992558507
"226332_at","257415 728066",0.2170343293803134,0.3852169010109072
"223142_s_at","83549",0.2169571330084749,0.6174726677807691
"236194_at","",0.2169001728207399,0.696948915584491
"230243_at","93587",0.2167526867398372,0.32259169955431766
"229173_at","80856",0.21667642870878784,0.09294229812033881
"214043_at","5789",0.21663666802918577,0.41339286366144995
"202250_s_at","50717",0.2164617845890712,0.4111661381845215
"223455_at","84260",0.21631925473538724,0.0646663512331511
"244517_x_at","",0.21618316002597057,0.3330757954938141
"226680_at","64376",0.21616324884537297,0.5848810688402282
"238633_at","80314",0.21614355983034458,0.3307523872670083
"235501_at","",0.21608861949465114,0.29437934233062996
"213523_at","898",0.21608725446312857,0.19510003039260723
"219765_at","79673",0.21606993617445416,0.5716662142219924
"225421_at","135293",0.21605956262864726,0.5509698228280188
"219875_s_at","51029",0.21601685960821826,0.2068801563754864
"217336_at","",0.21600845647457373,0.47433226306990606
"207486_x_at","1124",0.21598874306690072,0.5398109090651039
"230142_s_at","1153",0.21595831565432916,0.195915545507964
"207071_s_at","48",0.21584193878287342,0.23027135009316904
"231101_at","",0.21579980110129074,0.5210409643394502
"236588_at","10428",0.2156755437429894,0.03664514193521742
"226608_at","388272",0.21567135727644132,0.25222382951105693
"225177_at","80223",0.215648126989961,0.44224968366177697
"229397_s_at","2909",0.21563077675331654,0.5824447827434363
"235635_at","394",0.21562610770242446,0.6296850918569585
"238672_at","",0.2155626889413461,0.009954730168041258
"1554890_a_at","7072",0.2155420884540322,0.21646822897241372
"225626_at","55824",0.21548794648694386,0.44432948296278074
"216316_x_at","",0.215286495478642,0.5335319769116147
"214156_at","25924",0.2152263948199747,0.17641738791722295
"203017_s_at","117178",0.2152231020785034,0.6624053156899021
"235093_at","5194",0.2152089442773851,0.23558987749083352
"228744_at","55142",0.21517238757525434,0.3959968595207598
"230426_at","1738",0.21511695184215127,0.24503786248230142
"228670_at","7011",0.21510214821610335,0.33690279318426875
"219000_s_at","79075",0.21506824057832463,0.2516057072955948
"217309_s_at","10311",0.21480604183064086,0.4059091705846648
"226686_at","493856",0.21452473763727728,0.24892257528340123
"206101_at","1842",0.21437655075472353,0.6223848237778377
"242146_at","6627",0.2143560931350646,0.02286950803127597
"210538_s_at","330",0.21426873558007764,0.24664775634255778
"36907_at","4598",0.21418385939763998,0.1355995799203983
"205945_at","3570",0.2141828582945857,0.16499604736692478
"219979_s_at","51501",0.2141596405354573,0.03076152264170554
"242214_at","6233",0.21413600828717017,0.41357997903454957
"1554690_a_at","6867",0.21408347653338441,0.5503170253865757
"212928_at","23270",0.21401882039390355,0.5776615625512127
"220147_s_at","58516",0.21399036203513175,0.14700115018038
"225958_at","1911",0.21398796675883933,0.14422993419650929
"208820_at","5747 100653024 100653146",0.213918267195569,0.18299776902575676
"233730_at","57579",0.21380463907157599,0.7958808415836756
"213375_s_at","90634",0.21375941343212299,0.4219236760903192
"204873_at","5189",0.2136880636796357,0.7227405193144455
"219696_at","163486",0.2135808859261248,0.19188535843072746
"213286_at","51663",0.2134433863632693,0.20812245834239787
"227181_at","348801",0.21334380294062352,0.2928273148384277
"229743_at","220929",0.2131851880133257,0.33790422899428807
"212605_s_at","",0.2131311518603802,0.36585440654253853
"1552274_at","54899",0.2130258295800889,0.3125380337945014
"228443_s_at","387893",0.2128266667873284,0.4485978625398359
"205408_at","8028",0.2125575559050093,0.4377950465803122
"202213_s_at","8450",0.21253788156876863,0.5240375950330984
"229735_s_at","57185",0.21250252463882532,0.3205381708418248
"224775_at","55677",0.21249649463706763,0.20471787822642654
"239329_at","23011",0.2123945899428361,0.6856494137555317
"57516_at","92595",0.21237259546071946,0.7213248003736612
"219013_at","63917",0.2123613054623618,0.49424026117766695
"226628_at","57187",0.2121954230288054,0.14445416712796216
"218228_s_at","80351",0.21217773483975347,0.39617409539866794
"205618_at","5638",0.21213502149879912,0.3308498688045773
"235196_at","79577",0.21207508043231563,0.2749347175099493
"224535_s_at","78988",0.2120156019807661,0.4333140840761145
"228324_at","138199",0.21171446332171523,0.45833855877274077
"225972_at","169200",0.21157527053513592,0.5361701800719891
"204634_at","6787",0.21155848158027404,0.04410926196791422
"219233_s_at","55876",0.2115470746636971,0.17631488976375603
"202561_at","8658",0.21135064966648848,0.5529908172976516
"212026_s_at","23265",0.21132656058433577,0.24487190486319738
"1555337_a_at","57693",0.21130250350256488,0.20447033648102092
"233487_s_at","56262",0.21119494864154445,0.2258999254184682
"214157_at","2778",0.21110649956324593,0.5815031667442643
"223254_s_at","55632",0.21108264662301376,0.14124711158732578
"239417_x_at","347744",0.21102248056564946,0.18828418609108158
"224726_at","57534",0.21090238942312242,0.5348118299043435
"222459_at","79647",0.21085937987413364,0.3597436064613283
"213626_at","84869",0.21080689629527982,0.26920396972134264
"212900_at","10802",0.21063007084037072,0.2872520334597819
"202724_s_at","2308",0.21054971355538876,0.5375872180286188
"200737_at","100653302 100652805 5230",0.21054817154683966,0.13527542526482358
"226892_at","26148",0.21043413993670795,0.26302585006981455
"232044_at","5930",0.2103749111933373,0.29790454616551915
"242466_at","",0.21037452560127012,0.44957998049589787
"225520_at","25902",0.20996663717971326,0.012894162851015046
"229182_at","147007 100616388",0.2097972006134465,0.6493197884035663
"209369_at","306",0.20967058762922125,0.26735714804012567
"231428_at","",0.20942058402308317,0.696814436510014
"217364_x_at","",0.20941459001272802,0.5311257845993455
"211205_x_at","8394",0.20936341564900782,0.17140151536748513
"207719_x_at","9859",0.20935058879525087,0.12845877927461918
"1569106_s_at","55209",0.2092912319360482,0.7380746933927869
"212612_at","23186",0.2092341871762732,0.04228664706225285
"220926_s_at","80267",0.2092246004685322,0.4476279264775607
"1554057_at","645676",0.20922107923343544,0.10927237947475829
"203087_s_at","3796",0.20919933942335425,0.029685998298861736
"218172_s_at","79139",0.209190020614092,0.49139245926673036
"1568695_s_at","26512",0.20913074127188105,0.6019141091219105
"209307_at","23075",0.20912789456458994,0.19302639136979494
"235549_at","255488",0.20903179202607144,0.3801169929181226
"203678_at","22909",0.20900772758107905,0.24274293146321435
"209344_at","7171",0.20894816982832065,0.4509457756791716
"225827_at","27161",0.20892969054809432,0.45018674904263795
"242888_at","100874032",0.20890774212685423,0.6641488811291049
"213139_at","6591",0.2088394438592881,0.42770584936499256
"230721_at","730094",0.20880030066466523,0.6743355201961397
"208648_at","7415",0.20874685690699038,0.06637150279969478
"223186_at","387521 387522",0.20858000256762582,0.3074762959542015
"226472_at","85313",0.20857602073501455,0.296649028692958
"242247_at","196074",0.20853878496458533,0.34084355849004433
"235437_at","",0.2084024934454905,0.6107065153984104
"208810_at","10049 65084",0.20836771996488737,0.25592727362749795
"216484_x_at","3068",0.20827170270195017,0.2155078254959866
"236132_at","7094",0.20815428018416776,0.5733183879488419
"213113_s_at","29015",0.20808202613786414,0.4947051477727181
"209679_s_at","57228",0.20804955585907164,0.5107747833716294
"243426_at","339290",0.2080402856876424,0.2600563402326714
"213325_at","25945",0.20796135655874595,0.5928920221670242
"231003_at","51000",0.2078093671750254,0.4566698568675135
"226756_at","168455",0.20780856569211445,0.576975439800957
"236097_at","",0.20776153838700237,0.5938014996232525
"202704_at","10140",0.20772043383209035,0.35283353891757585
"237330_at","",0.20762760461700366,0.5966593283205102
"234111_at","",0.20746039826817772,0.47981078265910854
"231863_at","54556",0.20732390669909795,0.5130197205607909
"227018_at","54878",0.2071343427612068,0.4492741271555819
"223888_s_at","51520",0.2071077171927861,0.007023614566314135
"1556984_at","",0.20690247288340297,0.3083308552725318
"213786_at","8887",0.20684396990320156,0.6809878840340498
"223057_s_at","57510",0.20662035125980296,0.39564850093087145
"229434_at","",0.20660607408203582,0.5152191264591846
"232682_at","55686",0.20659302362335963,0.09869185101518835
"219821_s_at","54438",0.20650535636432157,0.33548033762044105
"244764_at","59269",0.20640923896210014,0.5837347729423843
"243852_at","51631",0.2062093705855198,0.3174571129016006
"203735_x_at","8496",0.20619182882630527,0.6646162440759555
"213701_at","91298",0.2061832195226101,0.22669402576995829
"228655_at","",0.20617813221556702,0.7089429371401512
"202292_x_at","11313",0.20604170871207245,0.47684306028690326
"232654_s_at","54578",0.2060149733458777,0.2594675410595105
"202383_at","8242",0.20599258705068849,0.40799382607892415
"229231_at","114659",0.20597203946324502,0.3430979310546224
"206184_at","1399",0.20596712620976712,0.36064274714942096
"242062_at","142891",0.2059600679679676,0.5156093667739082
"207643_s_at","7132",0.2059029831898232,0.48209715115340934
"225089_at","55230",0.20589001706078908,0.19452401403232567
"228914_at","",0.20582222275538234,0.23985734521669472
"1554408_a_at","7083",0.2056612551226758,0.5541935972220927
"218045_x_at","5763",0.20561580695907947,0.3461960490364438
"231862_at","23468",0.2055067787955087,0.5456306701475357
"202205_at","7408",0.2054379999908819,0.1456038673236275
"1555760_a_at","64783",0.20541500174027366,0.265997749118112
"1568954_s_at","29035",0.20540482098500668,0.10791446557004424
"396_f_at","2057",0.2052000589667405,0.6495477373348496
"242656_at","2965",0.20515005797732172,0.47559461281756277
"234762_x_at","57486",0.20510396259199346,0.5938663016050625
"205966_at","6884",0.2050805112675622,0.014491092273934506
"213599_at","11339",0.20504800320217956,0.5498389099908767
"212693_at","23195",0.20501868479099364,0.19841673474642166
"217842_at","51631",0.20499160189801852,0.4487160317264534
"204832_s_at","657",0.20497172011124173,0.37587330062862245
"232004_at","10236",0.20491291821976476,0.38274748486322047
"1562861_at","",0.20490150940049914,0.7214999461530158
"204398_s_at","24139",0.2048798572601837,0.5268638962610653
"200962_at","6160",0.204861006416922,0.41224613974446
"212030_at","58517",0.20473127987119555,0.5776649215316785
"200660_at","6282",0.20470194798008126,0.16001695600496388
"211208_s_at","8573",0.20469088864971385,0.5433081439616989
"231989_s_at","100652992 641298 100132247 81893 23117 728888 613037 440345 100271836",0.20467622397352642,0.4888102459680009
"226480_at","",0.20467288260510583,0.6286568207005339
"1556221_a_at","",0.20457072274206145,0.26583507226588043
"205355_at","36",0.20455643200290788,0.3903140378455021
"228029_at","170960",0.20448952376036342,0.5994351739749469
"216627_s_at","2683",0.20446666503698258,0.11107372159308761
"228582_x_at","378938",0.20443353021079763,0.1694295065566366
"220841_s_at","54806",0.20442301173069047,0.07864510028375538
"205003_at","9732",0.20429349953833958,0.06534783720209056
"220459_at","114044",0.2040619861549504,0.7101022326489275
"222444_at","51566",0.20401991994476504,0.2274877776023129
"1558549_s_at","8876",0.20399698964300866,0.22073788042880158
"201228_s_at","10425",0.20388847288615503,0.4873935496925208
"217543_s_at","8720",0.20387854224407978,0.5867915719102237
"1553055_a_at","162394",0.20386309510309714,0.5315688397638222
"202519_at","22877",0.20382040507541999,0.4867476199873274
"208786_s_at","81631",0.20381480933339474,0.040743638925731886
"222040_at","3178",0.20374690548103763,0.4568509349480223
"225141_at","4775",0.20367637408140032,0.26018704000956816
"225412_at","84910",0.20363001127956562,0.45807810501430324
"236041_at","",0.20361204548157624,0.7540399044965403
"1555350_at","51535",0.20360231340927953,0.4960806666723159
"203032_s_at","2271",0.20356099361815944,0.26109191650036645
"241371_at","8797",0.20352388205192903,0.39654241192517514
"203935_at","90",0.203173135461701,0.05995476198551659
"210768_x_at","54499",0.2029802805029977,0.5758878466394775
"1559382_at","79086",0.20277924140415093,0.4194163283574913
"228937_at","144811",0.20266320329532464,0.33890484529264897
"209193_at","5292",0.2025999932214003,0.5228931364744644
"231869_at","57691",0.20243793091744683,0.5417820947183841
"230003_at","",0.2024240994748676,0.6529530907955075
"200597_at","8661",0.20238714046819503,0.4998942402922857
"223190_s_at","55904",0.2023674461812832,0.26989173851556136
"203728_at","578",0.20230670964913575,0.12824190051481194
"206053_at","22869",0.20227014463104687,0.6263198686824991
"224949_at","81555",0.2022572496553658,0.5437344937910091
"222810_s_at","9462",0.20215167974123616,0.13635583446013103
"213083_at","11046",0.2021020414223049,0.24930421361252195
"209676_at","7035",0.20209007644467888,0.47327024800148965
"227406_at","100129387",0.20205338819166133,0.39219932264883745
"210988_s_at","58497",0.20204298268975707,0.17106444881313812
"229123_at","",0.20202885368998866,0.7079956130651304
"214090_at","5074",0.20196280326987393,0.594997384342801
"225236_at","92400",0.20193721669404682,0.2319746461094372
"221822_at","112869",0.20191463246117786,0.5512357824738392
"218259_at","57496",0.20173054365471163,0.3625903798266001
"222492_at","8566",0.20167996589854942,0.7467953472850124
"213859_x_at","8467",0.201613798144558,0.08582259086166842
"220725_x_at","55567",0.20152616956793049,0.5634435147300514
"226588_at","57703",0.20138969888253905,0.20619374942267796
"214151_s_at","9236 100533483",0.20110076236861735,0.5600776474555409
"207559_s_at","9203",0.2010681791212067,0.6746382522451395
"233105_at","",0.20101120573657372,0.5181649633397911
"232893_at","92255",0.20077968142374603,0.3656872028194358
"201634_s_at","80777",0.20074938134459125,0.34036375796000584
"207428_x_at","984 728642",0.20057431889203095,0.5212546822161189
"217880_at","996",0.20054028351151335,0.5271338501738451
"225057_at","121260",0.20052358216362312,0.4648048969093729
"223686_at","27010",0.20048842738722972,0.456515620586075
"201344_at","7322",0.20045265219945368,0.5381815464039301
"238722_x_at","222236",0.20043518983660188,0.6343614254896424
"238699_s_at","8573",0.20041974528046383,0.4378017850457524
"225965_at","80821",0.20041779836375195,0.39326060445612515
"225950_at","142891",0.20041758289154457,0.34043930197073763
"229994_at","4774",0.20037449698753876,0.6550486322993829
"205402_x_at","5645",0.20029568924208932,0.3568454019762298
"238425_at","5690",0.20028341097612182,0.5809396716706994
"228011_at","137392",0.20026393162912198,0.6816110120276093
"206893_at","6299",0.20016040785654124,0.19900823909310816
"1552299_at","221264",0.20007109357247743,0.4243450548375468
"205548_s_at","10950",0.19995562407134565,0.4275863965823658
"238069_at","100506090",0.19994989417095063,0.2964845739670562
"205923_at","5649",0.19994525788137985,0.6709077681980449
"211003_x_at","7052",0.1998948911852075,0.36557232756404456
"225836_s_at","83695",0.1997105127774623,0.6015316513808502
"212232_at","23360",0.1993462143548775,0.46716841403160714
"205063_at","8487",0.1993347763496026,0.563689411123028
"213653_at","56339",0.19931306019912803,0.6596213932782485
"228497_at","55356",0.19926957899817613,0.6007430473005267
"204045_at","9338",0.1992316488785472,0.0835427241503863
"226589_at","201931",0.19909696945166722,0.5186915891936745
"206061_s_at","23405",0.19906571363217102,0.2302745553034678
"218854_at","29940",0.19901842597521285,0.23788758309195454
"224696_s_at","8816",0.1990150579612604,0.7578649806354483
"204516_at","6314",0.1988331436692011,0.1565961134848363
"210564_x_at","8837",0.1987628735829898,0.34899856635542
"223056_s_at","57510",0.1987512620391363,0.19192135820575304
"238829_at","",0.1987427875271231,0.33986588840663623
"235440_at","144108",0.1987206684096611,0.4192434370279483
"1554518_at","79807",0.19866289101192453,0.4221257906944232
"206058_at","6539",0.19865134143014804,0.23104353500076702
"219234_x_at","79634",0.19862968923421995,0.2627110526757529
"225661_at","3454",0.1985770997325407,0.3301727264251635
"230333_at","",0.1985415813160673,0.2227517260007127
"215123_at","100652992 100132247 23117 728888 613037 440345",0.19852674654380026,0.6733892949919288
"215485_s_at","3383",0.19850715097151259,0.16725727288938746
"1564807_at","",0.1983388423833757,0.3349549510610344
"212070_at","9289",0.19826227709333422,0.37691792838838317
"212366_at","23036",0.19823835549369945,0.4245574574485882
"201177_s_at","10054",0.1981923609649237,0.3523206080823922
"218611_at","51278",0.19814086977530052,0.14402265831063937
"1555960_at","3094",0.1980943553064095,0.27395166217505373
"209222_s_at","9885",0.19803710321894857,0.24658270777851807
"214462_at","9306",0.1980182657231027,0.25622844258983435
"215090_x_at","440434",0.19774097091717774,0.294731802557457
"1555399_a_at","80824",0.1976744841600239,0.29057450042792377
"232541_at","",0.19763185400548747,0.4479459533293033
"202880_s_at","9267",0.19758363494718387,0.5759250041015017
"1560402_at","60674",0.19749905703971615,0.38525016070185425
"1554424_at","81608",0.19747048368138448,0.42108763154459117
"205746_s_at","6868",0.19739431118171236,0.42087583883187674
"217737_x_at","51507",0.19729195078409928,0.5247665995979749
"230270_at","55119",0.19727520268416207,0.17926935109379238
"225198_at","9218",0.19727451268696938,0.41551785072480146
"228654_at","139886",0.1972028468959125,0.1305578282158359
"203284_s_at","9653 339524",0.19720053826362793,0.0479927411991872
"1552927_at","257397",0.1970925288456984,0.3000853768080992
"203642_s_at","22837",0.19696402195631801,0.07776989287297263
"229366_at","",0.1969504550387922,0.4300410549053081
"218110_at","56949",0.19694774646204374,0.6740615809997524
"224319_s_at","54471",0.19690597672355659,0.5708635085003808
"227114_at","257160",0.19687948188316728,0.5926550659946315
"227129_x_at","402483",0.19685853197970352,0.3641887867963931
"241435_at","",0.19667435295844263,0.6842463162792473
"221983_at","79137",0.19659754952032227,0.44121038439849974
"218218_at","55198",0.19646668672698062,0.40587962927305116
"222740_at","29028",0.19646264976417382,0.5583742049485421
"200015_s_at","4735",0.19631374404156118,0.5281276522122672
"203580_s_at","9057",0.19624270920564407,0.3883288355757286
"201051_at","8125",0.19614409542265915,0.2423536099741199
"205767_at","2069",0.19614085696947037,0.7911478384142585
"201556_s_at","6844",0.19610131165129857,0.6157737900148929
"212669_at","818",0.19606240355173818,0.26633372971233477
"226409_at","128637",0.19604904648024937,0.34383636724237304
"217628_at","53405",0.19597663620276862,0.41628807231972353
"227357_at","257397",0.195957883498571,0.15477280474188518
"209128_s_at","9733",0.19579659949014355,0.35656959640364155
"235459_at","10193",0.19568725522865743,0.7027943733949257
"203362_s_at","4085",0.19563024637311655,0.41500025021545217
"218507_at","29923",0.195497587226125,0.7020885993688412
"1553106_at","134553",0.19539645933053446,0.2505320902623213
"208047_s_at","4664",0.19529592758586842,0.4492031297546917
"231212_x_at","",0.19529430809643294,0.10196901107147018
"211862_x_at","8837",0.19524404064909784,0.3978816298063858
"202300_at","10542",0.19511576077272572,0.061665674770756226
"216008_s_at","10425",0.19473281582290164,0.31163349581470234
"218075_at","8086",0.19472882889927093,0.13432723955600914
"225610_at","115426",0.19456445206487258,0.5042072951148615
"229986_at","100131827 100287163",0.19448411054941356,0.4403989787067838
"227162_at","57684",0.19444814797002516,0.41972448200896234
"225417_at","80314",0.1941779827273749,0.23053481345950314
"53071_s_at","79701",0.19400162924538805,0.5560337596667606
"203294_s_at","3998",0.19390030143123566,0.3070207752193425
"223674_s_at","56882",0.1938913486626569,0.40734091200263833
"214441_at","10228",0.19381027930697783,0.7671194317971308
"225324_at","54675",0.19376971936574802,0.221006447808469
"202660_at","3709",0.19374918307092412,0.566130138274754
"226064_s_at","84649",0.19373202592204813,0.4165322432228774
"229103_at","7473",0.19373089273343044,0.4645527872756847
"212698_s_at","151011",0.19368630806492623,0.26941612462700476
"1554450_s_at","166968",0.19361784674244875,0.3177034113619375
"234981_x_at","134147",0.19359332888826444,0.2607507637288421
"1568865_at","2342",0.19353468289542053,0.2938019065465855
"208924_at","26994",0.19349418541400495,0.28925779033056853
"227278_at","6884",0.1933128279351037,0.5258278833254488
"242195_x_at","9253",0.19329445059783626,0.16396523103470761
"228992_at","80306",0.19318642971314723,0.23398633295176155
"208918_s_at","65220",0.19318024288043745,0.0723605837987824
"242702_at","166785",0.19309300646479416,0.24016080976321938
"209910_at","8034",0.19308759745564205,0.1851646643919975
"226185_at","1040",0.19307670641718183,0.41650629889451246
"211020_at","2651",0.19293965975720415,0.39299647643939617
"219262_at","79723",0.19293933206168354,0.20690071371813548
"228318_s_at","285464",0.1929142411507569,0.33532512268969544
"229061_s_at","10165",0.1928111947833027,0.2774322006487163
"65521_at","51619",0.19266773693981468,0.1739466031810985
"203637_s_at","4281",0.19265220364084368,0.5457918243855542
"211621_at","367",0.19264763098344215,0.6348974233508151
"205953_at","9860",0.19259695177176547,0.4595768714947131
"231561_s_at","344",0.19258113894654103,0.1422214328491846
"236327_at","",0.19251264103882068,0.7737588867059961
"209102_s_at","26959",0.1924199266646362,0.4510441153123442
"218452_at","50485",0.19235705883371265,0.598081205295468
"205999_x_at","1576",0.192355539701622,0.6047563585776128
"202962_at","23303",0.19223214417050072,0.3724852937525489
"215088_s_at","6391",0.1920864903294558,0.6960888948776651
"214700_x_at","55183",0.19205622460494295,0.6367565676788441
"219237_s_at","79982",0.19196445408337715,0.15982636564993935
"221522_at","84079",0.19178862512932937,0.38947442998600423
"203269_at","8439",0.191749144125207,0.4418152242837853
"223176_at","222658",0.19151890457826526,0.21414993249081588
"235886_at","100505666",0.19149166218505012,0.7778508806007424
"235028_at","",0.19147093980495394,0.653768977048427
"223595_at","83935",0.19144406305900136,0.5374643063690673
"222490_at","55718",0.19138208023506756,0.45015326596309646
"242358_at","100506451",0.19127641928907851,0.4735774164797808
"202933_s_at","7525",0.19120695793406234,0.43719861523887316
"214794_at","5036",0.1910998344562517,0.07847483793048936
"212508_at","64112",0.19107398807109868,0.32801916927084385
"212140_at","23244",0.19097874667841394,0.19486603467480895
"213900_at","9413",0.19091448467669186,0.5211416310224029
"221381_s_at","10933",0.19089677281321374,0.5025364490052471
"240486_at","9931",0.19087641094869287,0.40554627576975033
"203448_s_at","7013",0.19072247464614178,0.4021722729816294
"203736_s_at","8496",0.1906409812745956,0.29284715900282554
"219973_at","79642",0.19060191300349075,0.44185747606785786
"221763_at","221037",0.19058566307478242,0.06753240195883178
"204024_at","734",0.19054782100940346,0.6158889952275657
"209413_at","8704",0.19053130948547395,0.5133601789559981
"206734_at","8690",0.19045451046475917,0.5527393401198477
"229435_at","169792",0.19040474018131714,0.25715308180883273
"226501_at","63929",0.19025308615372438,0.32776658126699093
"225572_at","1385",0.19021665294983797,0.5536058176718852
"242019_at","253782",0.19019803771189092,0.5393816947827368
"216841_s_at","6648 100129518",0.19018463492487225,0.44979867742170593
"209678_s_at","5584",0.19012208180851745,0.3756481840577699
"218058_at","30827",0.19006300365942194,0.32889552203369465
"201204_s_at","6238",0.19002531675222323,0.35569339036772457
"226796_at","116236",0.1899514938731509,0.42464875842499655
"1564166_s_at","100630923",0.1898855007889323,0.8594960621704405
"1553703_at","163049",0.1898704963338646,0.42842338483557785
"212819_at","51665",0.1898612348598764,0.4916179360637387
"226039_at","11320",0.18974914818806582,0.47575147522413147
"200921_s_at","694",0.18965742057816773,0.4181783943426791
"208549_x_at","5757",0.1895996571528669,0.39428967909336754
"233595_at","9736",0.1895701795752836,0.2305768632366367
"229673_at","55668",0.18956924873565362,0.6613450936301029
"203343_at","7358",0.18956443402430337,0.08641467439679418
"214869_x_at","26130",0.189371254161666,0.46163409793220334
"237333_at","5928",0.18930879709958545,0.48211286638498974
"1555821_a_at","84335",0.1892315107511552,0.4528756397966782
"1556442_x_at","",0.18917427386534164,0.7186389741415427
"235229_at","",0.18912853776269165,0.20884625380264138
"226867_at","55667",0.1890557918493841,0.28181160945406014
"226982_at","22936",0.18898435559021118,0.48277766653447385
"212249_at","5295",0.18897627298738334,0.15382858899044663
"218419_s_at","79089",0.18892581265129102,0.17324595319141425
"204059_s_at","4199",0.18889825094325216,0.1086738304350932
"227408_s_at","83891",0.18868409957686993,0.605340439943333
"213504_at","10980",0.18863972212532673,0.24760577532259778
"201016_at","1964",0.18860864747445533,0.29678614928565794
